om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
651179,2020,4,11,2020-04-11,19:07:00,3,KS,20,0,1.0,0,0,0,0,39.04,-95.61,39.04,-95.61,0,0,0,0,0,177,0,0,0
651181,2020,4,11,2020-04-11,19:10:00,3,MO,29,0,1.0,0,0,0,0,39.25,-94.63,39.25,-94.63,0,0,0,0,0,165,0,0,0
651182,2020,4,11,2020-04-11,19:12:00,3,MO,29,0,1.0,0,0,0,0,39.23,-94.63,39.23,-94.63,0,0,0,0,0,165,0,0,0
651183,2020,4,11,2020-04-11,19:12:00,3,KS,20,0,1.5,0,0,0,0,39.17,-95.53,39.17,-95.53,0,0,0,0,0,87,0,0,0
651184,2020,4,11,2020-04-11,19:12:00,3,MO,29,0,1.0,0,0,0,0,39.25,-94.67,39.25,-94.67,0,0,0,0,0,165,0,0,0
651186,2020,4,11,2020-04-11,19:14:00,3,OK,40,0,2.75,0,0,0,0,34.43,-99.01,34.43,-99.01,0,0,0,0,0,141,0,0,0
651189,2020,4,11,2020-04-11,19:20:00,3,MO,29,0,1.0,0,0,0,0,39.26,-94.6,39.26,-94.6,0,0,0,0,0,165,0,0,0
651194,2020,4,11,2020-04-11,19:32:00,3,KS,20,0,1.0,0,0,0,0,39.09,-95.94,39.09,-95.94,0,0,0,0,0,177,0,0,0
651196,2020,4,11,2020-04-11,19:37:00,3,KS,20,0,1.0,0,0,0,0,39.12,-95.84,39.12,-95.84,0,0,0,0,0,177,0,0,0
651197,2020,4,11,2020-04-11,19:37:00,3,KS,20,0,1.0,0,0,0,0,39.06,-95.77,39.06,-95.77,0,0,0,0,0,177,0,0,0
651198,2020,4,11,2020-04-11,19:40:00,3,KS,20,0,1.0,0,0,0,0,39.52,-95.4,39.52,-95.4,0,0,0,0,0,5,0,0,0
651199,2020,4,11,2020-04-11,20:07:00,3,OK,40,0,1.0,0,0,0,0,34.59,-98.44,34.59,-98.44,0,0,0,0,0,31,0,0,0
651201,2020,4,11,2020-04-11,20:09:00,3,OK,40,0,1.25,0,0,0,0,34.59,-98.44,34.59,-98.44,0,0,0,0,0,31,0,0,0
651202,2020,4,11,2020-04-11,20:16:00,3,OK,40,0,1.75,0,0,0,0,34.6,-98.35,34.6,-98.35,0,0,0,0,0,31,0,0,0
651203,2020,4,11,2020-04-11,20:17:00,3,OK,40,0,1.25,0,0,0,0,34.6,-98.44,34.6,-98.44,0,0,0,0,0,31,0,0,0
651204,2020,4,11,2020-04-11,20:21:00,3,OK,40,0,1.25,0,0,0,0,34.56,-98.29,34.56,-98.29,0,0,0,0,0,31,0,0,0
651205,2020,4,11,2020-04-11,20:31:00,3,MO,29,0,1.75,0,0,0,0,39.82,-94.55,39.82,-94.55,0,0,0,0,0,63,0,0,0
651206,2020,4,11,2020-04-11,20:39:00,3,MO,29,0,1.0,0,0,0,0,39.89,-94.36,39.89,-94.36,0,0,0,0,0,63,0,0,0
651207,2020,4,11,2020-04-11,20:42:00,3,OK,40,0,1.0,0,0,0,0,34.52,-97.97,34.52,-97.97,0,0,0,0,0,137,0,0,0
651208,2020,4,11,2020-04-11,20:44:00,3,OK,40,0,1.75,0,0,0,0,34.55,-97.97,34.55,-97.97,0,0,0,0,0,137,0,0,0
651209,2020,4,11,2020-04-11,20:46:00,3,OK,40,0,1.0,0,0,0,0,34.5,-97.96,34.5,-97.96,0,0,0,0,0,137,0,0,0
651211,2020,4,11,2020-04-11,21:30:00,3,KS,20,0,2.5,0,0,0,0,39.5,-96.4,39.5,-96.4,0,0,0,0,0,149,0,0,0
651212,2020,4,11,2020-04-11,21:40:00,3,KS,20,0,1.5,0,0,0,0,39.43,-96.76,39.43,-96.76,0,0,0,0,0,161,0,0,0
651213,2020,4,11,2020-04-11,21:41:00,3,KS,20,0,1.0,0,0,0,0,39.43,-96.76,39.43,-96.76,0,0,0,0,0,161,0,0,0
651214,2020,4,11,2020-04-11,21:44:00,3,KS,20,0,1.5,0,0,0,0,39.43,-96.76,39.43,-96.76,0,0,0,0,0,161,0,0,0
651216,2020,4,11,2020-04-11,22:00:00,3,OK,40,0,1.25,0,0,0,0,34.5,-97.12,34.5,-97.12,0,0,0,0,0,99,0,0,0
651219,2020,4,11,2020-04-11,22:21:00,3,KS,20,0,1.0,0,0,0,0,39.43,-96.64,39.43,-96.64,0,0,0,0,0,149,0,0,0
651220,2020,4,11,2020-04-11,22:23:00,3,KS,20,0,1.25,0,0,0,0,39.46,-95.85,39.46,-95.85,0,0,0,0,0,85,0,0,0
651221,2020,4,11,2020-04-11,22:35:00,3,KS,20,0,1.0,0,0,0,0,39.42,-96.52,39.42,-96.52,0,0,0,0,0,149,0,0,0
651233,2020,4,12,2020-04-12,03:50:00,3,NE,31,0,2.0,0,0,0,0,40.7198,-96.6261,40.7198,-96.6261,0,0,0,0,0,109,0,0,0
651234,2020,4,12,2020-04-12,04:25:00,3,NE,31,0,1.5,0,0,0,0,40.9924,-96.52,40.9924,-96.52,0,0,0,0,0,109,0,0,0
651235,2020,4,12,2020-04-12,05:00:00,3,NE,31,0,1.0,0,0,0,0,41.2012,-96.2946,41.2012,-96.2946,0,0,0,0,0,55,0,0,0
651244,2020,4,12,2020-04-12,13:40:00,3,OK,40,0,1.0,0,0,0,0,34.9,-97.57,34.9,-97.57,0,0,0,0,0,87,0,0,0
651245,2020,4,12,2020-04-12,14:08:00,3,OK,40,0,1.0,0,0,0,0,34.77,-96.61,34.77,-96.61,0,0,0,0,0,123,0,0,0
651247,2020,4,12,2020-04-12,14:17:00,3,TX,48,0,1.0,0,0,0,0,33.7133,-96.1432,33.7133,-96.1432,0,0,0,0,0,147,0,0,0
651250,2020,4,12,2020-04-12,14:50:00,3,OK,40,0,1.0,0,0,0,0,34.55,-96.98,34.55,-96.98,0,0,0,0,0,99,0,0,0
651254,2020,4,12,2020-04-12,15:21:00,3,TX,48,0,1.0,0,0,0,0,33.7685,-95.6955,33.7685,-95.6955,0,0,0,0,0,277,0,0,0
651255,2020,4,12,2020-04-12,15:22:00,3,OK,40,0,1.0,0,0,0,0,34.3,-96.68,34.3,-96.68,0,0,0,0,0,69,0,0,0
651256,2020,4,12,2020-04-12,15:32:00,3,OK,40,0,1.0,0,0,0,0,34.24,-96.57,34.24,-96.57,0,0,0,0,0,69,0,0,0
651258,2020,4,12,2020-04-12,15:34:00,3,OK,40,0,1.75,0,0,0,0,34.2,-96.55,34.2,-96.55,0,0,0,0,0,69,0,0,0
651262,2020,4,12,2020-04-12,15:42:00,3,TX,48,0,1.5,0,0,0,0,33.7581,-95.6207,33.7581,-95.6207,0,0,0,0,0,277,0,0,0
651263,2020,4,12,2020-04-12,15:48:00,3,TX,48,0,2.0,0,0,7000,0,33.7013,-95.53,33.7013,-95.53,0,0,0,0,0,277,0,0,0
651266,2020,4,12,2020-04-12,16:10:00,3,TX,48,0,1.0,0,0,0,0,33.2315,-94.9466,33.2315,-94.9466,0,0,0,0,0,449,0,0,0
651267,2020,4,12,2020-04-12,16:32:00,3,TX,48,0,1.25,0,0,0,0,33.7125,-95.0571,33.7125,-95.0571,0,0,0,0,0,387,0,0,0
651268,2020,4,12,2020-04-12,16:38:00,3,AR,5,0,1.5,0,0,5000,0,35.611,-94.19,35.611,-94.19,0,0,0,0,0,33,0,0,0
651375,2020,4,19,2020-04-19,12:40:00,3,OK,40,0,1.0,0,0,0,0,35.23,-94.5154,35.23,-94.5154,0,0,0,0,0,79,0,0,0
651377,2020,4,19,2020-04-19,13:30:00,3,TX,48,0,1.75,0,0,10000,0,33.67,-95.6,33.67,-95.6,0,0,0,0,0,277,0,0,0
651380,2020,4,19,2020-04-19,13:40:00,3,TX,48,0,1.0,0,0,0,0,33.73,-95.53,33.73,-95.53,0,0,0,0,0,277,0,0,0
651383,2020,4,19,2020-04-19,14:45:00,3,KS,20,0,1.0,0,0,0,0,37.93,-99.33,37.93,-99.33,0,0,0,0,0,47,0,0,0
651386,2020,4,19,2020-04-19,15:10:00,3,OK,40,0,1.0,0,0,0,0,34.02,-95.27,34.02,-95.27,0,0,0,0,0,23,0,0,0
651387,2020,4,19,2020-04-19,15:12:00,3,TX,48,0,1.0,0,0,0,0,33.6104,-95.053,33.6104,-95.053,0,0,0,0,0,387,0,0,0
651392,2020,4,19,2020-04-19,17:30:00,3,KS,20,0,1.0,0,0,0,0,38.17,-98.29,38.17,-98.29,0,0,0,0,0,159,0,0,0
651394,2020,4,19,2020-04-19,17:38:00,3,KS,20,0,1.5,0,0,0,0,38.16,-98.21,38.16,-98.21,0,0,0,0,0,159,0,0,0
651395,2020,4,19,2020-04-19,17:41:00,3,KS,20,0,1.0,0,0,0,0,38.16,-98.18,38.16,-98.18,0,0,0,0,0,155,0,0,0
651406,2020,4,20,2020-04-20,15:27:00,3,OK,40,0,1.0,0,0,0,0,35.88,-97.42,35.88,-97.42,0,0,0,0,0,83,0,0,0
651408,2020,4,20,2020-04-20,15:48:00,3,MO,29,0,1.0,0,0,0,0,36.7,-94.38,36.7,-94.38,0,0,0,0,0,119,0,0,0
651412,2020,4,20,2020-04-20,16:35:00,3,MO,29,0,1.0,0,0,0,0,36.55,-94.48,36.55,-94.48,0,0,0,0,0,119,0,0,0
651419,2020,4,20,2020-04-20,17:18:00,3,OK,40,0,1.0,0,0,0,0,35.52,-97.54,35.52,-97.54,0,0,0,0,0,109,0,0,0
651421,2020,4,20,2020-04-20,17:31:00,3,AR,5,0,1.0,0,0,0,0,36.37,-94.22,36.37,-94.22,0,0,0,0,0,7,0,0,0
651433,2020,4,21,2020-04-21,17:48:00,3,TX,48,0,1.25,0,0,0,0,35.85,-100.4,35.85,-100.4,0,0,0,0,0,211,0,0,0
651434,2020,4,21,2020-04-21,17:55:00,3,TX,48,0,1.0,0,0,0,0,35.9,-100.38,35.9,-100.38,0,0,0,0,0,211,0,0,0
651435,2020,4,21,2020-04-21,18:27:00,3,TX,48,0,2.0,0,0,0,0,35.8,-100.06,35.8,-100.06,0,0,0,0,0,211,0,0,0
651436,2020,4,21,2020-04-21,18:31:00,3,TX,48,0,1.0,0,0,0,0,35.79,-100.2,35.79,-100.2,0,0,0,0,0,211,0,0,0
651437,2020,4,21,2020-04-21,18:42:00,3,OK,40,0,1.0,0,0,0,0,35.08,-98.24,35.08,-98.24,0,0,0,0,0,15,0,0,0
651438,2020,4,21,2020-04-21,18:49:00,3,TX,48,0,1.75,0,0,0,0,35.75,-100.16,35.75,-100.16,0,0,0,0,0,211,0,0,0
651439,2020,4,21,2020-04-21,18:50:00,3,OK,40,0,1.0,0,0,0,0,35.41,-99.66,35.41,-99.66,0,0,0,0,0,9,0,0,0
651440,2020,4,21,2020-04-21,19:02:00,3,OK,40,0,1.75,0,0,0,0,35.74,-99.92,35.74,-99.92,0,0,0,0,0,129,0,0,0
651441,2020,4,21,2020-04-21,19:03:00,3,TX,48,0,1.0,0,0,0,0,35.77,-100.39,35.77,-100.39,0,0,0,0,0,211,0,0,0
651443,2020,4,21,2020-04-21,19:18:00,3,OK,40,0,1.75,0,0,0,0,35.69,-99.76,35.69,-99.76,0,0,0,0,0,129,0,0,0
651444,2020,4,21,2020-04-21,19:30:00,3,OK,40,0,2.5,0,0,0,0,35.65,-99.93,35.65,-99.93,0,0,0,0,0,129,0,0,0
651445,2020,4,21,2020-04-21,19:34:00,3,OK,40,0,2.0,0,0,0,0,35.43,-99.37,35.43,-99.37,0,0,0,0,0,9,0,0,0
651446,2020,4,21,2020-04-21,19:35:00,3,OK,40,0,2.0,0,0,0,0,35.41,-99.42,35.41,-99.42,0,0,0,0,0,9,0,0,0
651447,2020,4,21,2020-04-21,20:05:00,3,OK,40,0,2.5,0,0,0,0,35.43,-99.38,35.43,-99.38,0,0,0,0,0,9,0,0,0
651448,2020,4,21,2020-04-21,20:05:00,3,OK,40,0,1.25,0,0,0,0,35.38,-99.33,35.38,-99.33,0,0,0,0,0,149,0,0,0
651449,2020,4,21,2020-04-21,20:06:00,3,OK,40,0,1.0,0,0,0,0,35.36,-98.46,35.36,-98.46,0,0,0,0,0,15,0,0,0
651450,2020,4,21,2020-04-21,20:31:00,3,OK,40,0,1.5,0,0,0,0,35.34,-98.34,35.34,-98.34,0,0,0,0,0,15,0,0,0
651451,2020,4,21,2020-04-21,20:36:00,3,OK,40,0,2.5,0,0,0,0,35.28,-99.13,35.28,-99.13,0,0,0,0,0,149,0,0,0
651452,2020,4,21,2020-04-21,20:38:00,3,TX,48,0,1.75,0,0,0,0,33.19,-99.8,33.19,-99.8,0,0,0,0,0,207,0,0,0
651453,2020,4,21,2020-04-21,20:39:00,3,OK,40,0,1.25,0,0,0,0,35.3,-99.71,35.3,-99.71,0,0,0,0,0,9,0,0,0
651454,2020,4,21,2020-04-21,20:40:00,3,OK,40,0,1.75,0,0,0,0,35.29,-99.63,35.29,-99.63,0,0,0,0,0,9,0,0,0
651455,2020,4,21,2020-04-21,20:49:00,3,OK,40,0,2.75,0,0,0,0,35.31,-99.64,35.31,-99.64,0,0,0,0,0,9,0,0,0
651456,2020,4,21,2020-04-21,21:00:00,3,OK,40,0,1.0,0,0,0,0,35.2,-98.94,35.2,-98.94,0,0,0,0,0,149,0,0,0
651457,2020,4,21,2020-04-21,21:08:00,3,OK,40,0,1.75,0,0,0,0,35.19,-98.88,35.19,-98.88,0,0,0,0,0,149,0,0,0
651458,2020,4,21,2020-04-21,21:32:00,3,OK,40,0,1.75,0,0,0,0,35.19,-97.95,35.19,-97.95,0,0,0,0,0,51,0,0,0
651459,2020,4,21,2020-04-21,21:33:00,3,OK,40,0,1.0,0,0,0,0,35.3,-97.94,35.3,-97.94,0,0,0,0,0,51,0,0,0
651460,2020,4,21,2020-04-21,21:36:00,3,TX,48,0,2.5,0,0,0,0,33.07,-99.6,33.07,-99.6,0,0,0,0,0,207,0,0,0
651461,2020,4,21,2020-04-21,21:44:00,3,OK,40,0,1.0,0,0,0,0,35.03,-99.09,35.03,-99.09,0,0,0,0,0,75,0,0,0
651462,2020,4,21,2020-04-21,21:45:00,3,TX,48,0,1.5,0,0,0,0,33.76,-99.2,33.76,-99.2,0,0,0,0,0,23,0,0,0
651463,2020,4,21,2020-04-21,21:47:00,3,OK,40,0,2.0,0,0,0,0,35.19,-97.88,35.19,-97.88,0,0,0,0,0,51,0,0,0
651464,2020,4,21,2020-04-21,21:47:00,3,OK,40,0,2.5,0,0,0,0,35.18,-97.95,35.18,-97.95,0,0,0,0,0,51,0,0,0
651465,2020,4,21,2020-04-21,22:11:00,3,OK,40,0,3.0,0,0,0,0,34.78,-98.29,34.78,-98.29,0,0,0,0,0,31,0,0,0
651466,2020,4,21,2020-04-21,22:12:00,3,TX,48,0,1.75,0,0,0,0,34.03,-98.92,34.03,-98.92,0,0,0,0,0,485,0,0,0
651467,2020,4,21,2020-04-21,22:15:00,3,OK,40,0,1.75,0,0,0,0,34.78,-98.26,34.78,-98.26,0,0,0,0,0,31,0,0,0
651468,2020,4,21,2020-04-21,22:19:00,3,OK,40,0,1.75,0,0,0,0,34.75,-98.12,34.75,-98.12,0,0,0,0,0,31,0,0,0
651469,2020,4,21,2020-04-21,22:22:00,3,OK,40,0,2.0,0,0,0,0,34.89,-98.86,34.89,-98.86,0,0,0,0,0,75,0,0,0
651470,2020,4,21,2020-04-21,22:25:00,3,OK,40,0,2.0,0,0,0,0,34.75,-98.17,34.75,-98.17,0,0,0,0,0,31,0,0,0
651471,2020,4,21,2020-04-21,22:29:00,3,TX,48,0,1.0,0,0,0,0,34.09,-98.6,34.09,-98.6,0,0,0,0,0,485,0,0,0
651472,2020,4,21,2020-04-21,22:45:00,3,OK,40,0,2.75,0,0,0,0,34.19,-98.59,34.19,-98.59,0,0,0,0,0,33,0,0,0
651473,2020,4,21,2020-04-21,22:47:00,3,OK,40,0,1.5,0,0,0,0,34.78,-98.57,34.78,-98.57,0,0,0,0,0,31,0,0,0
651474,2020,4,21,2020-04-21,22:57:00,3,OK,40,0,1.0,0,0,0,0,34.36,-98.26,34.36,-98.26,0,0,0,0,0,33,0,0,0
651475,2020,4,21,2020-04-21,23:04:00,3,OK,40,0,1.0,0,0,0,0,34.66,-98.17,34.66,-98.17,0,0,0,0,0,31,0,0,0
651476,2020,4,21,2020-04-21,23:10:00,3,OK,40,0,1.0,0,0,0,0,34.73,-98.5,34.73,-98.5,0,0,0,0,0,31,0,0,0
651477,2020,4,21,2020-04-21,23:15:00,3,OK,40,0,1.25,0,0,0,0,34.5,-97.96,34.5,-97.96,0,0,0,0,0,137,0,0,0
651478,2020,4,21,2020-04-21,23:17:00,3,OK,40,0,1.75,0,0,0,0,34.5,-97.96,34.5,-97.96,0,0,0,0,0,137,0,0,0
651479,2020,4,21,2020-04-21,23:18:00,3,OK,40,0,1.25,0,0,0,0,34.5,-97.96,34.5,-97.96,0,0,0,0,0,137,0,0,0
651481,2020,4,21,2020-04-21,23:55:00,3,OK,40,0,1.0,0,0,0,0,34.4,-97.14,34.4,-97.14,0,0,0,0,0,99,0,0,0
651482,2020,4,22,2020-04-22,00:12:00,3,OK,40,0,1.75,0,0,0,0,34.32,-97.0,34.32,-97.0,0,0,0,0,0,19,0,0,0
651483,2020,4,22,2020-04-22,00:20:00,3,OK,40,0,1.75,0,0,0,0,34.5,-97.96,34.5,-97.96,0,0,0,0,0,137,0,0,0
651484,2020,4,22,2020-04-22,00:30:00,3,OK,40,0,1.0,0,0,0,0,34.34,-96.76,34.34,-96.76,0,0,0,0,0,69,0,0,0
651485,2020,4,22,2020-04-22,00:48:00,3,OK,40,0,1.0,0,0,0,0,34.24,-96.59,34.24,-96.59,0,0,0,0,0,69,0,0,0
651486,2020,4,22,2020-04-22,01:00:00,3,OK,40,0,2.0,0,0,1000000,0,34.2414,-96.5587,34.2414,-96.5587,0,0,0,0,0,69,0,0,0
651487,2020,4,22,2020-04-22,01:02:00,3,OK,40,0,1.0,0,0,0,0,34.27,-96.5,34.27,-96.5,0,0,0,0,0,69,0,0,0
651488,2020,4,22,2020-04-22,01:12:00,3,OK,40,0,1.0,0,0,0,0,34.23,-97.49,34.23,-97.49,0,0,0,0,0,19,0,0,0
651489,2020,4,22,2020-04-22,01:15:00,3,TX,48,0,1.0,0,0,0,0,35.68,-102.33,35.68,-102.33,0,0,0,0,0,205,0,0,0
651490,2020,4,22,2020-04-22,01:20:00,3,OK,40,0,2.0,0,0,0,0,34.13,-96.27,34.13,-96.27,0,0,0,0,0,13,0,0,0
651491,2020,4,22,2020-04-22,01:27:00,3,KS,20,0,1.0,0,0,0,0,37.04,-100.92,37.04,-100.92,0,0,0,0,0,175,0,0,0
651492,2020,4,22,2020-04-22,01:35:00,3,OK,40,0,1.75,0,0,0,0,34.23,-97.2,34.23,-97.2,0,0,0,0,0,19,0,0,0
651494,2020,4,22,2020-04-22,01:40:00,3,KS,20,0,1.25,0,0,0,0,37.09,-100.8,37.09,-100.8,0,0,0,0,0,175,0,0,0
651495,2020,4,22,2020-04-22,01:50:00,3,OK,40,0,1.0,0,0,0,0,34.23,-96.39,34.23,-96.39,0,0,0,0,0,5,0,0,0
651496,2020,4,22,2020-04-22,02:29:00,3,TX,48,0,1.5,0,0,0,0,35.67,-101.6,35.67,-101.6,0,0,0,0,0,233,0,0,0
651497,2020,4,22,2020-04-22,02:29:00,3,TX,48,0,1.0,0,0,0,0,35.82,-101.62,35.82,-101.62,0,0,0,0,0,341,0,0,0
651498,2020,4,22,2020-04-22,02:35:00,3,TX,48,0,1.0,0,0,0,0,35.82,-101.44,35.82,-101.44,0,0,0,0,0,233,0,0,0
651499,2020,4,22,2020-04-22,02:35:00,3,TX,48,0,1.5,0,0,0,0,35.66,-101.4,35.66,-101.4,0,0,0,0,0,233,0,0,0
651503,2020,4,22,2020-04-22,03:38:00,3,OK,40,0,1.75,0,0,0,0,36.13,-100.0,36.13,-100.0,0,0,0,0,0,45,0,0,0
651504,2020,4,22,2020-04-22,04:33:00,3,OK,40,0,1.0,0,0,0,0,36.4,-97.88,36.4,-97.88,0,0,0,0,0,47,0,0,0
651505,2020,4,22,2020-04-22,04:35:00,3,OK,40,0,1.0,0,0,0,0,36.34,-97.9,36.34,-97.9,0,0,0,0,0,47,0,0,0
651506,2020,4,22,2020-04-22,06:10:00,3,OK,40,0,1.5,0,0,15000,0,36.3354,-96.8025,36.3354,-96.8025,0,0,0,0,0,117,0,0,0
651507,2020,4,22,2020-04-22,07:20:00,3,OK,40,0,1.0,0,0,0,0,36.3108,-96.4654,36.3108,-96.4654,0,0,0,0,0,117,0,0,0
651508,2020,4,22,2020-04-22,07:31:00,3,OK,40,0,1.25,0,0,10000,0,36.1044,-96.0171,36.1044,-96.0171,0,0,0,0,0,143,0,0,0
